"1","Bay Bulls (1001557) T","[1001557]","16","3","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Witless Bay (1001559) T","[1001559]","17","3","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Grand Falls-Windsor (CA), N.L.","[010]","18","2","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Grand Falls-Windsor (1006017) T","[1006017]","19","18","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Gander (CA), N.L.","[011]","20","2","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Division No.  6, Subd. E (1006008) SNO","[1006008]","21","20","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Gander (1006009) T","[1006009]","22","20","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Appleton (1006011) T","[1006011]","23","20","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Glenwood (1006012) T","[1006012]","24","20","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Corner Brook (CA), N.L.","[015]","25","2","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Division No.  5, Subd. F (1005010) SNO","[1005010]","26","25","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Steady Brook (1005011) T","[1005011]","27","25","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Pasadena (1005012) T","[1005012]","28","25","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Massey Drive (1005017) T","[1005017]","29","25","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Corner Brook (1005018) CY","[1005018]","30","25","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Humber Arm South (1005020) T","[1005020]","31","25","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Meadows (1005025) T","[1005025]","32","25","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Hughes Brook (1005028) T","[1005028]","33","25","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Irishtown-Summerside (1005030) T","[1005030]","34","25","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Mount Moriah (1005033) T","[1005033]","35","25","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Prince Edward Island","[11]","36","1","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Charlottetown (CA), P.E.I.","[105]","37","36","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","East River, Part 2 (1101052) FD","[1101052]","38","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Crossroads (1102010) FD","[1102010]","39","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Johnstons River (1102015) FD","[1102015]","40","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","New Glasgow (1102017) FD","[1102017]","41","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Kingston (1102022) RM","[1102022]","42","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Rocky Point 3 (1102030) IRI","[1102030]","43","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Clyde River (1102037) RM","[1102037]","44","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Miltonvale Park (1102040) RM","[1102040]","45","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Hunter River (1102043) RM","[1102043]","46","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Union Road (1102050) RM","[1102050]","47","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Brackley (1102055) RM","[1102055]","48","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Scotchfort 4 (1102057) IRI","[1102057]","49","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Mount Stewart (1102059) RM","[1102059]","50","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","York (1102061) RM","[1102061]","51","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","East River, Part 1 (1102064) FD","[1102064]","52","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","North Shore (1102067) RM","[1102067]","53","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","West River (1102068) RM","[1102068]","54","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Winsloe North (1102069) FD","[1102069]","55","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Warren Grove (1102070) RM","[1102070]","56","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","North Shore (1102073) FD","[1102073]","57","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Charlottetown (1102075) CY","[1102075]","58","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Stratford (1102080) T","[1102080]","59","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Cornwall (1102085) T","[1102085]","60","37","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Summerside (CA), P.E.I.","[110]","61","36","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Linkletter (1103023) RM","[1103023]","62","61","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Miscouche (1103024) RM","[1103024]","63","61","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Summerside (1103025) CY","[1103025]","64","61","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Miscouche (1103040) FD","[1103040]","65","61","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Nova Scotia","[12]","66","1","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Halifax (CMA), N.S.","[205]","67","66","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","East Hants (1208008) MD","[1208008]","68","67","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Indian Brook 14 (1208014) IRI","[1208014]","69","67","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Cole Harbour 30 (1209019) IRI","[1209019]","70","67","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Halifax (1209034) RGM","[1209034]","71","67","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Beaver Lake 17 (1209037) IRI","[1209037]","72","67","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Sheet Harbour 36 (1209038) IRI","[1209038]","73","67","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Wallace Hills 14A (1209800) IRI","[1209800]","74","67","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Kentville (CA), N.S.","[210]","75","66","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Kings, Subd. C (1207011) SC","[1207011]","76","75","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Kentville (1207012) T","[1207012]","77","75","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Kings, Subd. B (1207016) SC","[1207016]","78","75","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Truro (CA), N.S.","[215]","79","66","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Colchester, Subd. C (1210001) SC","[1210001]","80","79","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Millbrook 27 (1210003) IRI","[1210003]","81","79","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Truro (1210006) T","[1210006]","82","79","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Colchester, Subd. B (1210008) SC","[1210008]","83","79","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","New Glasgow (CA), N.S.","[220]","84","66","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Pictou, Subd. B (1212006) SC","[1212006]","85","84","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Westville (1212008) T","[1212008]","86","84","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Stellarton (1212009) T","[1212009]","87","84","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Pictou, Subd. C (1212011) SC","[1212011]","88","84","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","New Glasgow (1212014) T","[1212014]","89","84","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Trenton (1212016) T","[1212016]","90","84","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Fisher's Grant 24 (1212019) IRI","[1212019]","91","84","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Merigomish Harbour 31 (1212023) IRI","[1212023]","92","84","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Cape Breton (CA), N.S.","[225]","93","66","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Membertou 28B (1217008) IRI","[1217008]","94","93","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Eskasoni 3 (1217020) IRI","[1217020]","95","93","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Cape Breton (1217030) RGM","[1217030]","96","93","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","New Brunswick","[13]","97","1","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Moncton (CMA), N.B.","[305]","98","97","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Hopewell (1306001) P","[1306001]","99","98","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Elgin (1306008) P","[1306008]","100","98","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Hillsborough (1306011) P","[1306011]","101","98","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Coverdale (1306014) P","[1306014]","102","98","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Riverview (1306020) TV","[1306020]","103","98","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Hillsborough (1306025) VL","[1306025]","104","98","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Dorchester (1307011) P","[1307011]","105","98","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Dorchester (1307012) VL","[1307012]","106","98","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Memramcook (1307013) VL","[1307013]","107","98","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Fort Folly 1 (1307014) IRI","[1307014]","108","98","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Moncton (1307019) P","[1307019]","109","98","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Moncton (1307022) C","[1307022]","110","98","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Salisbury (1307028) VL","[1307028]","111","98","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Dieppe (1307045) C","[1307045]","112","98","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Paul (1308008) P","[1308008]","113","98","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint John (CMA), N.B.","[310]","114","97","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint Martins (1301001) P","[1301001]","115","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","St. Martins (1301002) VL","[1301002]","116","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Simonds (1301004) P","[1301004]","117","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint John (1301006) C","[1301006]","118","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Musquash (1301016) P","[1301016]","119","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Lepreau (1302008) P","[1302008]","120","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Petersville (1304001) P","[1304001]","121","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Upham (1305004) P","[1305004]","122","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Hampton (1305006) P","[1305006]","123","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Hampton (1305007) TV","[1305007]","124","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Rothesay (1305008) P","[1305008]","125","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Westfield (1305011) P","[1305011]","126","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Kingston (1305014) P","[1305014]","127","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Grand Bay-Westfield (1305015) TV","[1305015]","128","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Norton (1305016) P","[1305016]","129","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Greenwich (1305038) P","[1305038]","130","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Rothesay (1305045) TV","[1305045]","131","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Quispamsis (1305057) TV","[1305057]","132","114","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Fredericton (CMA), N.B.","[320]","133","97","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Gladstone (1303004) P","[1303004]","134","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Tracy (1303005) VL","[1303005]","135","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Lincoln (1303008) P","[1303008]","136","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Maugerville (1303016) P","[1303016]","137","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","New Maryland (1310001) P","[1310001]","138","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","New Maryland (1310002) VL","[1310002]","139","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Manners Sutton (1310004) P","[1310004]","140","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Harvey (1310005) VL","[1310005]","141","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Prince William (1310016) P","[1310016]","142","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Hanwell (1310017) RCR","[1310017]","143","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Kingsclear (1310018) P","[1310018]","144","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Kingsclear 6 (1310019) IRI","[1310019]","145","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Queensbury (1310021) P","[1310021]","146","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Bright (1310026) P","[1310026]","147","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Douglas (1310028) P","[1310028]","148","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint Marys (1310031) P","[1310031]","149","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Fredericton (1310032) C","[1310032]","150","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Devon 30 (1310034) IRI","[1310034]","151","133","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Bathurst (CA), N.B.","[328]","152","97","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Bathurst (1315008) P","[1315008]","153","152","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Pabineau 11 (1315010) IRI","[1315010]","154","152","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Bathurst (1315011) C","[1315011]","155","152","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Beresford (1315012) P","[1315012]","156","152","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Pointe-Verte (1315013) VL","[1315013]","157","152","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Petit-Rocher (1315014) VL","[1315014]","158","152","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Beresford (1315015) TV","[1315015]","159","152","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Nigadoo (1315037) VL","[1315037]","160","152","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Miramichi (CA), N.B.","[329]","161","97","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Glenelg (1309004) P","[1309004]","162","161","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Chatham (1309006) P","[1309006]","163","161","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Derby (1309011) P","[1309011]","164","161","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Nelson (1309014) P","[1309014]","165","161","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Red Bank 4 (1309023) IRI","[1309023]","166","161","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Southesk (1309026) P","[1309026]","167","161","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Northesk (1309028) P","[1309028]","168","161","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Newcastle (1309031) P","[1309031]","169","161","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Big Hole Tract 8 (North Half) (1309033) IRI","[1309033]","170","161","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Big Hole Tract 8 (South Half) (1309034) IRI","[1309034]","171","161","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Eel Ground 2 (1309035) IRI","[1309035]","172","161","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Miramichi (1309050) C","[1309050]","173","161","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Campbellton (CA), N.B./Que.","[330]","174","97","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Addington (1314012) P","[1314012]","175","174","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Atholville (1314013) VL","[1314013]","176","174","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Campbellton (1314014) C","[1314014]","177","174","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Tide Head (1314015) VL","[1314015]","178","174","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Pointe-à-la-Croix (2406030) MÉ","[2406030]","179","174","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Listuguj (2406804) IRI","[2406804]","180","174","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Edmundston (CA), N.B.","[335]","181","97","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Rivière-Verte (1313014) VL","[1313014]","182","181","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Rivière-Verte (1313015) P","[1313015]","183","181","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Basile (1313018) P","[1313018]","184","181","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","St. Basile 10 (1313020) IRI","[1313020]","185","181","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Joseph (1313022) P","[1313022]","186","181","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Jacques (1313024) P","[1313024]","187","181","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Edmundston (1313027) C","[1313027]","188","181","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Quebec","[24]","189","1","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Matane (CA), Que.","[403]","190","189","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Sainte-Félicité (2408023) MÉ","[2408023]","191","190","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Adelme (2408030) PE","[2408030]","192","190","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-René-de-Matane (2408035) MÉ","[2408035]","193","190","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Matane (2408053) V","[2408053]","194","190","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Léandre (2408065) PE","[2408065]","195","190","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Ulric (2408073) MÉ","[2408073]","196","190","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Rimouski (CA), Que.","[404]","197","189","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Narcisse-de-Rimouski (2410015) PE","[2410015]","198","197","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Anaclet-de-Lessard (2410030) PE","[2410030]","199","197","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Rimouski (2410043) V","[2410043]","200","197","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Valérien (2410060) PE","[2410060]","201","197","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Rivière-du-Loup (CA), Que.","[405]","202","189","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Antonin (2412015) MÉ","[2412015]","203","202","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Modeste (2412020) MÉ","[2412020]","204","202","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Cacouna (2412057) MÉ","[2412057]","205","202","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Arsène (2412065) PE","[2412065]","206","202","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Rivière-du-Loup (2412072) V","[2412072]","207","202","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Notre-Dame-du-Portage (2412080) MÉ","[2412080]","208","202","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Baie-Comeau (CA), Que.","[406]","209","189","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Baie-Comeau (2496020) V","[2496020]","210","209","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Pointe-Lebel (2496025) VL","[2496025]","211","209","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Pointe-aux-Outardes (2496030) VL","[2496030]","212","209","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Chute-aux-Outardes (2496035) VL","[2496035]","213","209","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Ragueneau (2496040) PE","[2496040]","214","209","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saguenay (CMA), Que.","[408]","215","189","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saguenay (2494068) V","[2494068]","216","215","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Ferland-et-Boilleau (2494220) MÉ","[2494220]","217","215","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Félix-d'Otis (2494225) MÉ","[2494225]","218","215","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Sainte-Rose-du-Nord (2494230) PE","[2494230]","219","215","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Fulgence (2494235) MÉ","[2494235]","220","215","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Honoré (2494240) V","[2494240]","221","215","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-David-de-Falardeau (2494245) MÉ","[2494245]","222","215","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Bégin (2494250) MÉ","[2494250]","223","215","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Charles-de-Bourget (2494260) MÉ","[2494260]","224","215","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Larouche (2494265) MÉ","[2494265]","225","215","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Alma (CA), Que.","[410]","226","189","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Alma (2493042) V","[2493042]","227","226","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Dolbeau-Mistassini (CA), Que.","[411]","228","189","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Sainte-Jeanne-d'Arc (2492015) VL","[2492015]","229","228","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Dolbeau-Mistassini (2492022) V","[2492022]","230","228","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Eugène-d'Argentenay (2492065) MÉ","[2492065]","231","228","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Sept-Îles (CA), Que.","[412]","232","189","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Sept-Îles (2497007) V","[2497007]","233","232","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Uashat 27 (2497802) IRI","[2497802]","234","232","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Maliotenam (2497804) IRI","[2497804]","235","232","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Québec (CMA), Que.","[421]","236","189","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Henri (2419068) MÉ","[2419068]","237","236","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Beaumont (2419105) MÉ","[2419105]","238","236","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-François-de-l'Île-d'Orléans (2420005) MÉ","[2420005]","239","236","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Sainte-Famille-de-l'Île-d'Orléans (2420010) MÉ","[2420010]","240","236","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Jean-de-l'Île-d'Orléans (2420015) MÉ","[2420015]","241","236","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Laurent-de-l'Île-d'Orléans (2420020) MÉ","[2420020]","242","236","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Saint-Pierre-de-l'Île-d'Orléans (2420025) MÉ","[2420025]","243","236","",,,17;3;4;5;9;10;14;15;12;13;16;18,
"1","Sainte-Pétronille (2420030) VL","[2420030]","244","236","",,,17;3;4;5;9;10;14;15;12;13;16;18,
